Company Name,Contact Number,url
TACA (TA),"""1-800-400-8222, 1-800-400-8222""",https://www.seatguru.com//airlines/Taca_International_Airlines/information.php
TAP Portugal (TP),"""+55 0300 210 60 60, +55 0300 210 60 60, +33 0820 319 320, +49 0 1806 000 341, +351 707 205 700, +351 707 205 700, +34 901 11 67 18, +44 0 345 601 0932, +1 800 221 7370""",https://www.seatguru.com//airlines/TAP_Portugal/information.php
THAI (TG),"""1-800-426-5204, 1-800-426-5204, 1-800-426-5204""",https://www.seatguru.com//airlines/Thai_Airways/information.php
tigerair Australia (TT),"""1300 174 266, 1300 174 266, +61 7 3295 2104""",https://www.seatguru.com//airlines/Tigerair_Australia/information.php
Transavia Airlines (HV),"""+33 08 92 05 88 88, +33 08 92 05 88 88, +49 01806-000747, +32 (0)70 66 0305, +39 899009901, +31 0900 0737, +351 707 780009, +34 902 044 350, +352 27002728, +316 83673722""",https://www.seatguru.com//airlines/Transavia_Airlines/information.php
TUI UK (BY),"""""",https://www.seatguru.com//airlines/Thomson_Airways/information.php
TUIfly (X3),"""0049-0-511 9727 8999, 0049-0-511 9727 8999, 01805-757510, 00-49-511-2200-4713""",https://www.seatguru.com//airlines/TUIfly/information.php
Tunis Air (TU),"""+1 514 819 0495, +1 514 819 0495, +33 1 85 15 07 81, +49 205 897 57 421, +44 203 056 89 98, +43 1 2650 330, +32 2 880 10 72, +39 06 4211 3262, +31 20 811 07 91, +351 300 505 644, +34 912 90 60 03, +41 22 545 37 31, +81 10 77 77""",https://www.seatguru.com//airlines/Tunisair/information.php
Turkish Airlines (TK),"""+90-212-444-0-849, +90-212-444-0-849, +90-212-444-0-849""",https://www.seatguru.com//airlines/Turkish_Airlines/information.php
Ukraine International (PS),"""+1 800 876 0114, +1 800 876 0114, +1 800 778 4838 , +38 044 581 50 50""",https://www.seatguru.com//airlines/Ukraine_International_Airlines/information.php
United (UA),"""+1 800 864 8331, +1 800 864 8331, +1 800 421 4655""",https://www.seatguru.com//airlines/United_Airlines/information.php
Ural Airlines (U6),"""+7 (499) 920-22-52, +7 (499) 920-22-52, 8-800-7700-262""",https://www.seatguru.com//airlines/Ural_Airlines/information.php
UTair Aviation (UT),"""+7 8 809 505 33 77, +7 8 809 505 33 77, +7 3452 29 88 88""",https://www.seatguru.com//airlines/UTair_Aviation/information.php
Uzbekistan Airways (HY),"""+998 78 140 02 00, +998 78 140 02 00""",https://www.seatguru.com//airlines/Uzbekistan_Airlines/information.php
Vietnam Airlines (VN),"""+61 1 300 888 028, +61 1 300 888 028, +33 0 1 44 55 39 90, +49 69 29 72 56 52, +81 3 3508 1481, +44 0 20 3263 2062, ext. 201, +1 866 677 8909""",https://www.seatguru.com//airlines/Vietnam_Airlines/information.php
Virgin Atlantic (VS),"""0871-984-0840, 0871-984-0840, 1-800-821-5438, 0870-161-6059, 1-800-821-5438, 08705-747-747, 1-800-821-5438""",https://www.seatguru.com//airlines/Virgin_Atlantic_Airways/information.php
Virgin Australia (VA),"""13-67-89, 13-67-89, 0800-67-0000, 603-21719333, 13-18-75, 0800-230-875, +61-2-8667-5924""",https://www.seatguru.com//airlines/Virgin_Australia/information.php
Vistara (UK),"""+91 92 8922 8888, +91 92 8922 8888""",https://www.seatguru.com//airlines/Vistara/information.php
Viva Aerobus (VB),"""+52 (81) 82 15 05 20, +52 (81) 82 15 05 20, +52 (81) 82 150 150, +1 888 935 9848, +1 800 890 6003, +52 (55) 51 69 37 53""",https://www.seatguru.com//airlines/Viva_Aerobus/information.php
Volaris (Y4),"""""",https://www.seatguru.com//airlines/Volaris/information.php
Volotea (V7),"""+33 0899 232 050, +33 0899 232 050, +39 895 895 4404, +34 807 403 170, +34 93 12 20 717""",https://www.seatguru.com//airlines/Volotea/information.php
Vueling Airlines (VY),"""""",https://www.seatguru.com//airlines/Vueling_Airlines/information.php
WestJet (WS),"""1-877-929-8646, 1-877-929-8646, 1-877-952-0100""",https://www.seatguru.com//airlines/Westjet/information.php
Wizzair (W6),"""0906.959.0002, 0906.959.0002, 1550.475.970 """,https://www.seatguru.com//airlines/Wizzair/information.php
Xiamen Airlines (MF),"""+61 28 317 5555, +61 28 317 5555, +1 855 789 5557, 95557, +31 20 798 9123, +65 622 10 168, +86 592 222 6666, +86 592 222 6666, +86 592 222 6666, +63 2 2149418, +65 62210168, +86 592 222 6666, +86 592 222 6666, +1 844 629 5557, +1 844 629 5557, +86 592 222 6666, +86 592 222 6666""",https://www.seatguru.com//airlines/Xiamen_Airlines/information.php
